29	-65	1	24	-41	0
25	-44	0	13	-43	0
12	-45	0	15	-44	0
7	-46	0	22	-31	0
16	-49	0	16	-38	0
27	-38	0	3	-46	0
7	-49	0	2	-41	0
16	-42	0	10	-67	1
29	-57	0	24	-44	0
19	-45	0	22	-41	0
25	-36	0	22	43	0
12	-35	0	16	-40	0
16	-57	0	3	-48	0
7	-41	0	13	-37	0
19	-51	0	2	-52	0
25	-41	0	2	31	0
24	-47	0	28	-31	0
12	-45	0	10	-71	1
7	-46	0	15	-39	0
24	-61	1	13	-47	0
29	-90	1	3	-41	0
16	-51	0	15	-42	0
19	-46	0	24	-34	0
27	-35	0	3	-55	0
16	-55	0	13	-40	0
29	-101	1	15	-37	0
7	-39	0	24	-40	0
25	-31	0	10	-64	1
29	-35	0	4	-31	0
19	-55	0	16	-31	0
10	-64	1	13	-43	0
13	-47	0	17	-36	0
5	-46	0	8	-41	0
14	-49	0	15	-46	0
10	-74	1	10	-65	1
5	-57	0	6	-19	0
5	33	0	5	-4	0
16	-52	0	7	-16	0
14	-69	1	20	-15	0
24	-43	0	25	-20	0
13	-41	0	8	-14	0
10	-66	1	19	-16	0
24	-47	0	17	-15	0
13	-45	0	27	-17	0
3	-44	0	28	-10	0
16	-45	0	11	-11	0
10	-76	1	1	-16	0
3	-52	0	4	-17	0
16	-46	0	29	-11	0
13	-40	0	26	-3	0
15	-41	0	6	-13	0
3	-10	0	4	-22	0
20	-3	0	12	-8	0
4	-20	0	26	-6	0
14	-4	0	29	-9	0
17	-14	0	25	-13	0
26	-15	0	21	-20	0
5	-4	0	14	17	0
21	-14	0	19	-12	0
10	-20	0	6	-22	0
2	-19	0	20	-10	0
28	-13	0	17	7	0
27	-30	0	2	-4	0
15	-20	0	22	-4	0
6	-10	0	12	-12	0
3	-14	0	7	-7	0
5	-8	0	5	-3	0
22	-2	0	25	-19	0
14	-17	0	8	-8	0
24	-14	0	21	-24	0
2	-21	0	11	-7	0
28	-16	0	27	-8	0
6	-8	0	19	-18	0
26	-11	0	28	-23	0
17	-2	0	1	-8	0
11	-9	0	14	3	0
22	-13	0	20	-18	0
10	-14	0	2	-15	0
13	-7	0	4	-14	0
1	-9	0	22	-16	0
8	-7	0	7	-14	0
20	9	0	5	-10	0
4	-12	0	11	-19	0
2	-15	0	6	-16	0
17	-6	0	16	-30	0
28	-10	0	28	-28	0
26	-18	0	27	-17	0
11	-14	0	1	-16	0
14	-10	0	29	-4	0
1	-14	0	25	-14	0
10	-25	0	19	-9	0
8	-14	0	6	-21	0
4	-13	0	25	-17	0
21	-3	0	29	-13	0
13	-16	0	22	-8	0
6	-4	0	7	-11	0
20	-6	0	2	-14	0
5	-21	0	20	-3	0
2	-15	0	21	-14	0
3	-4	0	12	-9	0
28	-14	0			
26	-12	0			
21	-11	0			
27	-28	0			
6	-16	0			
22	-5	0			
15	-6	0			
3	-8	0			
24	23	0			
10	-18	0			
1	-12	0			
26	-19	0			
24	4	0			
11	-10	0			
8	9	0			
20	7	0			
22	-12	0			
17	-3	0			
5	-8	0			
14	-1	0			
21	-5	0			
4	-3	0			
15	-18	0			
29	-17	0			
10	-23	0			
1	-17	0			
13	-9	0			
2	-5	0			
24	-8	0			
6	-7	0			
11	-19	0			
28	-4	0			
4	-4	0			
21	-13	0			
26	-14	0			
29	-16	0			
12	-14	0			
2	-18	0			
3	-16	0			
16	-21	0			
6	-16	0			
4	-8	0			
2	-18	0			
1	-8	0			
22	-7	0			
17	-3	0			
15	-12	0			
19	-7	0			
20	-5	0			
21	-27	0			
27	-14	0			
7	-10	0			
22	-14	0			
8	-4	0			
4	-21	0			
17	-12	0			
6	-9	0			
19	-13	0			
11	-2	0			
28	-8	0			
25	-10	0			
15	-17	0			
12	-5	0			
14	21	0			
27	-23	0			
20	-18	0			
7	-12	0			
26	-1	0			
29	-8	0			
1	-3	0			
14	2	0			
28	-11	0			
8	-14	0			
5	-6	0			
25	-15	0			
11	-12	0			
6	-19	0			
12	-11	0			
26	-5	0			
14	-1	0			
4	-14	0			
2	-6	0			
29	-17	0			
1	-10	0			
5	-16	0			
22	-13	0			
21	-16	0			
6	-13	0			
7	-6	0			
25	-9	0			
4	-24	0			
20	-8	0			
8	-7	0			
17	-6	0			
19	-8	0			
27	-11	0			
21	-29	0			
1	-6	0			
11	-5	0			
14	4	0			
